Organization,Work Area,Project,Survey,Site ID,Date,Sampling Bout,Dive Supervisor,Surveyor,Hakai ID,Sample Type,Depth,Transect Dist (m),Collected Start,Collected End,Density,Density (m2),Canopy height (cm),flowering_shoots,Comments,Quality Log
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2021-08-10,4,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR4_15,seagrass_density,4,15,2021-08-10 07:40:00,2021-08-10 07:49:00,12,192,275,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2021-08-10,4,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR4_10,seagrass_density,3.9,10,2021-08-10 07:40:00,2021-08-10 07:49:00,10,160,300,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2021-08-10,4,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR4_5,seagrass_density,3.9,5,2021-08-10 07:40:00,2021-08-10 07:49:00,13,208,250,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2021-08-10,4,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR4_0,seagrass_density,3.9,0,2021-08-10 07:40:00,2021-08-10 07:49:00,5,80,250,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_30,seagrass_density,3.2,30,2021-08-06 02:53:00,2021-08-06 02:59:00,4,64,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_25,seagrass_density,3.5,25,2021-08-06 02:53:00,2021-08-06 02:59:00,1,16,135,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_20,seagrass_density,3.5,20,2021-08-06 02:53:00,2021-08-06 02:59:00,10,160,120,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_15,seagrass_density,3.4,15,2021-08-06 02:53:00,2021-08-06 02:59:00,3,48,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_10,seagrass_density,3,10,2021-08-06 02:53:00,2021-08-06 02:59:00,3,48,100,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_5,seagrass_density,2.6,5,2021-08-06 02:53:00,2021-08-06 02:59:00,0,0,0,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE2,2021-08-06,2,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE2_0,seagrass_density,2.4,0,2021-08-06 02:53:00,2021-08-06 02:59:00,12,192,70,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_30,seagrass_density,4.1,30,2021-08-10 08:11:00,2021-08-10 08:18:00,4,64,180,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_25,seagrass_density,4,25,2021-08-10 08:11:00,2021-08-10 08:18:00,6,96,250,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_20,seagrass_density,4.1,20,2021-08-10 08:11:00,2021-08-10 08:18:00,18,288,180,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_15,seagrass_density,4,15,2021-08-10 08:11:00,2021-08-10 08:18:00,16,256,175,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_10,seagrass_density,3.9,10,2021-08-10 08:11:00,2021-08-10 08:18:00,7,112,230,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_5,seagrass_density,3.8,5,2021-08-10 08:11:00,2021-08-10 08:18:00,17,272,225,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2021-08-10,1,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE1_0,seagrass_density,3.2,0,2021-08-10 08:11:00,2021-08-10 08:18:00,23,368,200,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_30,seagrass_density,4.2,30,2021-08-06 03:47:00,2021-08-06 03:51:00,1,16,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_25,seagrass_density,4.3,25,2021-08-06 03:47:00,2021-08-06 03:51:00,2,32,110,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_20,seagrass_density,4.3,20,2021-08-06 03:47:00,2021-08-06 03:51:00,7,112,105,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_15,seagrass_density,4.3,15,2021-08-06 03:47:00,2021-08-06 03:51:00,0,0,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_10,seagrass_density,4.5,10,2021-08-06 03:47:00,2021-08-06 03:51:00,5,80,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_5,seagrass_density,4.4,5,2021-08-06 03:47:00,2021-08-06 03:51:00,1,16,110,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_EDGE3,2021-08-06,3,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_EDGE3_0,seagrass_density,4.1,0,2021-08-06 03:47:00,2021-08-06 03:51:00,3,48,100,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_30,seagrass_density,3.7,30,2021-08-09 07:14:00,2021-08-09 07:22:00,0,0,200,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_25,seagrass_density,3.7,25,2021-08-09 07:14:00,2021-08-09 07:22:00,21,336,200,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_20,seagrass_density,3.7,20,2021-08-09 07:14:00,2021-08-09 07:22:00,19,304,215,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_15,seagrass_density,3.6,15,2021-08-09 07:14:00,2021-08-09 07:22:00,14,224,180,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_10,seagrass_density,3.7,10,2021-08-09 07:14:00,2021-08-09 07:22:00,15,240,210,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_5,seagrass_density,3.7,5,2021-08-09 07:14:00,2021-08-09 07:22:00,14,224,200,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2021-08-09,2,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_EDGE2_0,seagrass_density,3.5,0,2021-08-09 07:14:00,2021-08-09 07:22:00,10,160,210,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_30,seagrass_density,2.6,30,2021-08-06 04:09:00,2021-08-06 04:15:00,11,176,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_25,seagrass_density,2.6,25,2021-08-06 04:09:00,2021-08-06 04:15:00,19,304,65,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_20,seagrass_density,2.5,20,2021-08-06 04:09:00,2021-08-06 04:15:00,24,384,75,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_15,seagrass_density,2.4,15,2021-08-06 04:09:00,2021-08-06 04:15:00,39,624,75,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_10,seagrass_density,2.4,10,2021-08-06 04:09:00,2021-08-06 04:15:00,23,368,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_5,seagrass_density,2.7,5,2021-08-06 04:09:00,2021-08-06 04:15:00,14,224,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR4,2021-08-06,4,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR4_0,seagrass_density,2.7,0,2021-08-06 04:09:00,2021-08-06 04:15:00,26,416,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_30,seagrass_density,2.9,30,2021-08-06 06:50:00,2021-08-06 06:57:00,37,592,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_25,seagrass_density,2.8,25,2021-08-06 06:50:00,2021-08-06 06:57:00,27,432,70,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_20,seagrass_density,2.9,20,2021-08-06 06:50:00,2021-08-06 06:57:00,33,528,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_15,seagrass_density,2.8,15,2021-08-06 06:50:00,2021-08-06 06:57:00,23,368,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_10,seagrass_density,2.8,10,2021-08-06 06:50:00,2021-08-06 06:57:00,25,400,50,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_5,seagrass_density,2.9,5,2021-08-06 06:50:00,2021-08-06 06:57:00,19,304,75,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR5,2021-08-06,5,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR5_0,seagrass_density,2.9,0,2021-08-06 06:50:00,2021-08-06 06:57:00,10,160,80,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_30,seagrass_density,2.9,30,2021-08-06 06:23:00,2021-08-06 06:29:00,14,224,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_25,seagrass_density,2.8,25,2021-08-06 06:23:00,2021-08-06 06:29:00,6,96,30,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_20,seagrass_density,3,20,2021-08-06 06:23:00,2021-08-06 06:29:00,42,672,70,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_15,seagrass_density,2.7,15,2021-08-06 06:23:00,2021-08-06 06:29:00,43,688,50,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_10,seagrass_density,2.6,10,2021-08-06 06:23:00,2021-08-06 06:29:00,31,496,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_5,seagrass_density,2.6,5,2021-08-06 06:23:00,2021-08-06 06:29:00,25,400,60,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,PRUTH_BAY,PRUTH_BAY_INTERIOR6,2021-08-06,6,"carolyn,faye,krystal",derek,2021-08-06_PRUTH_BAY_INTERIOR6_0,seagrass_density,2.4,0,2021-08-06 06:23:00,2021-08-06 06:29:00,21,336,50,,,1: QCd by CP
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_30,seagrass_density,4.6,30,2021-08-11 07:01:00,2021-08-11 07:07:00,7,112,75,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_25,seagrass_density,4.4,25,2021-08-11 07:01:00,2021-08-11 07:07:00,14,224,150,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_20,seagrass_density,3.9,20,2021-08-11 07:01:00,2021-08-11 07:07:00,4,64,125,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_15,seagrass_density,4.1,15,2021-08-11 07:01:00,2021-08-11 07:07:00,12,192,80,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_10,seagrass_density,4,10,2021-08-11 07:01:00,2021-08-11 07:07:00,7,112,100,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_5,seagrass_density,4,5,2021-08-11 07:01:00,2021-08-11 07:07:00,5,80,80,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2021-08-11,1,"carolyn,faye,krystal",derek,2021-08-11_GOOSE_SOUTHWEST_EDGE1_0,seagrass_density,4.1,0,2021-08-11 07:01:00,2021-08-11 07:07:00,12,192,200,,,1: QCd by ZM
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_30,seagrass_density,3.8,30,2021-08-09 08:22:00,2021-08-09 08:31:00,21,336,225,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_25,seagrass_density,3.9,25,2021-08-09 08:22:00,2021-08-09 08:31:00,7,112,180,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_20,seagrass_density,4,20,2021-08-09 08:22:00,2021-08-09 08:31:00,13,208,125,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_15,seagrass_density,4.1,15,2021-08-09 08:22:00,2021-08-09 08:31:00,14,224,275,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_10,seagrass_density,4,10,2021-08-09 08:22:00,2021-08-09 08:31:00,10,160,190,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_5,seagrass_density,4.1,5,2021-08-09 08:22:00,2021-08-09 08:31:00,7,112,200,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2021-08-09,6,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR6_0,seagrass_density,4.6,0,2021-08-09 08:22:00,2021-08-09 08:31:00,7,112,225,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_30,seagrass_density,4.1,30,2021-08-09 07:42:00,2021-08-09 07:50:00,17,272,210,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_25,seagrass_density,4.1,25,2021-08-09 07:42:00,2021-08-09 07:50:00,11,176,230,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_20,seagrass_density,4,20,2021-08-09 07:42:00,2021-08-09 07:50:00,7,112,225,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_15,seagrass_density,4.1,15,2021-08-09 07:42:00,2021-08-09 07:50:00,8,128,190,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_10,seagrass_density,4,10,2021-08-09 07:42:00,2021-08-09 07:50:00,12,192,175,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_5,seagrass_density,4,5,2021-08-09 07:42:00,2021-08-09 07:50:00,9,144,200,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2021-08-09,5,"carolyn,faye,krystal",derek,2021-08-09_KOEYE_ESTUARY_INTERIOR5_0,seagrass_density,3.9,0,2021-08-09 07:42:00,2021-08-09 07:50:00,8,128,230,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2021-08-13,3,"carolyn,faye,krystal",derek,2021-08-13_TRIQUET_BAY_EDGE3_30,seagrass_density,3.4,30,2021-08-13 03:38:00,2021-08-13 03:46:00,9,144,180,,,1: QCd by KB
HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE3,2021-08-13,3,"carolyn,faye,krystal",derek,2021-08-13_TRIQUET_BAY_EDGE3_25,seagrass_density,3.5,25,2021-08-13 03:38:00,2021-08-13 03:46:00,7,112,160,,,1: QCd by KB
